run,fit1,node1,fit2,node2
80,39798,0.5101_2.5000_2.5000_2.5000_2.5000,39798,0.5101_2.5000_2.5000_2.5000_2.5000
80,39798,0.5101_2.5000_2.5000_2.5000_2.5000,29849,1.5050_2.5000_2.5000_1.5050_3.4950
80,29849,1.5050_2.5000_2.5000_1.5050_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
80,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_2.5000_1.5050_2.5000_2.5000
80,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
80,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
80,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,59697,3.4950_4.4899_2.5000_3.4950_2.5000,19899,3.4950_2.5000_2.5000_3.4950_2.5000
81,19899,3.4950_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
81,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
81,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
81,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
81,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
81,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
82,781652,3.4999_-2.4866_1.5044_-4.4821_-4.4821,573883,4.4976_2.5021_3.4999_-5.1200_1.5044
82,573883,4.4976_2.5021_3.4999_-5.1200_1.5044,356025,4.4976_3.4999_4.4976_-4.4821_1.5044
82,356025,4.4976_3.4999_4.4976_-4.4821_1.5044,354906,4.4976_3.4998_1.5044_-4.4821_2.5021
82,354906,4.4976_3.4998_1.5044_-4.4821_2.5021,347156,4.4976_4.4976_2.5021_-4.4821_2.5021
82,347156,4.4976_4.4976_2.5021_-4.4821_2.5021,266217,4.4976_1.5044_3.4999_-2.4866_0.5066
82,266217,4.4976_1.5044_3.4999_-2.4866_0.5066,227985,4.4976_3.4999_3.4999_1.5044_-2.4866
82,227985,4.4976_3.4999_3.4999_1.5044_-2.4866,170897,2.5021_4.4976_4.4976_0.5066_-0.4912
82,170897,2.5021_4.4976_4.4976_0.5066_-0.4912,129344,3.4950_3.4950_3.4950_1.5050_-0.4849
82,129344,3.4950_3.4950_3.4950_1.5050_-0.4849,69647,2.5000_3.4950_3.4950_1.5050_0.5101
82,69647,2.5000_3.4950_3.4950_1.5050_0.5101,39798,2.5000_3.4950_3.4950_1.5050_1.5050
82,39798,2.5000_3.4950_3.4950_1.5050_1.5050,19899,2.5000_2.5000_3.4950_1.5050_2.5000
82,19899,2.5000_2.5000_3.4950_1.5050_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
82,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
82,9950,2.5000_1.5050_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
82,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
83,224110,4.4976_2.5021_2.5021_4.4976_-2.4866,144290,4.4976_3.4999_1.5044_2.5021_-0.4912
83,144290,4.4976_3.4999_1.5044_2.5021_-0.4912,118802,4.4976_4.4976_1.5044_2.5021_0.5066
83,118802,4.4976_4.4976_1.5044_2.5021_0.5066,97189,4.4976_3.4999_2.5021_3.4999_0.5066
83,97189,4.4976_3.4999_2.5021_3.4999_0.5066,49748,3.4950_1.5050_1.5050_1.5050_1.5050
83,49748,3.4950_1.5050_1.5050_1.5050_1.5050,39798,3.4950_1.5050_1.5050_1.5050_2.5000
83,39798,3.4950_1.5050_1.5050_1.5050_2.5000,39798,2.5000_2.5000_0.5101_2.5000_2.5000
83,39798,2.5000_2.5000_0.5101_2.5000_2.5000,19899,3.4950_2.5000_1.5050_2.5000_2.5000
83,19899,3.4950_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
83,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
83,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
83,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
83,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,755045,-4.4821_-1.4889_3.4999_0.5066_-4.4821,404764,-0.4912_-3.4844_3.4999_2.5021_-0.4912
84,404764,-0.4912_-3.4844_3.4999_2.5021_-0.4912,317194,0.5066_-2.4866_2.5021_3.4999_-0.4912
84,317194,0.5066_-2.4866_2.5021_3.4999_-0.4912,304450,0.5066_-1.4889_3.4999_3.4999_-1.4889
84,304450,0.5066_-1.4889_3.4999_3.4999_-1.4889,221873,2.5021_-1.4889_4.4976_1.5044_0.5066
84,221873,2.5021_-1.4889_4.4976_1.5044_0.5066,200260,2.5021_-0.4911_4.4976_2.5021_-0.4911
84,200260,2.5021_-0.4911_4.4976_2.5021_-0.4911,59697,3.4950_2.5000_4.4899_3.4950_2.5000
84,59697,3.4950_2.5000_4.4899_3.4950_2.5000,29849,3.4950_2.5000_2.5000_1.5050_3.4950
84,29849,3.4950_2.5000_2.5000_1.5050_3.4950,29849,3.4950_2.5000_3.4950_1.5050_2.5000
84,29849,3.4950_2.5000_3.4950_1.5050_2.5000,19899,3.4950_2.5000_2.5000_2.5000_1.5050
84,19899,3.4950_2.5000_2.5000_2.5000_1.5050,9950,3.4950_2.5000_2.5000_2.5000_2.5000
84,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
84,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
84,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
84,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
85,478472,0.5066_2.5021_-2.4866_-3.4844_1.5044,378157,2.5021_0.5066_-3.4844_-0.4912_2.5021
85,378157,2.5021_0.5066_-3.4844_-0.4912_2.5021,328819,-0.4912_1.5044_-1.4889_1.5044_-0.4911
85,328819,-0.4912_1.5044_-1.4889_1.5044_-0.4911,285593,-1.4889_2.5021_0.5066_-0.4912_1.5044
85,285593,-1.4889_2.5021_0.5066_-0.4912_1.5044,281718,-1.4889_3.4999_0.5066_-0.4912_1.5044
85,281718,-1.4889_3.4999_0.5066_-0.4912_1.5044,260105,-1.4889_3.4999_1.5044_-0.4912_1.5044
85,260105,-1.4889_3.4999_1.5044_-0.4912_1.5044,248739,-1.4798_2.5000_0.5101_0.5101_1.5050
85,248739,-1.4798_2.5000_0.5101_0.5101_1.5050,159193,-0.4849_0.5101_1.5050_1.5050_3.4950
85,159193,-0.4849_0.5101_1.5050_1.5050_3.4950,109445,1.5050_1.5050_0.5101_0.5101_3.4950
85,109445,1.5050_1.5050_0.5101_0.5101_3.4950,69647,1.5050_2.5000_0.5101_1.5050_3.4950
85,69647,1.5050_2.5000_0.5101_1.5050_3.4950,69647,1.5050_2.5000_0.5101_1.5050_3.4950
85,69647,1.5050_2.5000_0.5101_1.5050_3.4950,29849,1.5050_2.5000_1.5050_1.5050_2.5000
85,29849,1.5050_2.5000_1.5050_1.5050_2.5000,29849,2.5000_3.4950_1.5050_1.5050_2.5000
85,29849,2.5000_3.4950_1.5050_1.5050_2.5000,19899,2.5000_2.5000_1.5050_2.5000_1.5050
85,19899,2.5000_2.5000_1.5050_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
85,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
85,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
85,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
86,260105,-0.4912_1.5044_-1.4889_1.5044_3.4999,238492,0.5066_-0.4912_0.5066_0.5066_4.4976
86,238492,0.5066_-0.4912_0.5066_0.5066_4.4976,225748,1.5044_-0.4912_1.5044_-0.4912_4.4976
86,225748,1.5044_-0.4912_1.5044_-0.4912_4.4976,209129,2.5021_-1.4889_2.5021_0.5066_4.4976
86,209129,2.5021_-1.4889_2.5021_0.5066_4.4976,109445,1.5050_0.5101_3.4950_1.5050_4.4899
86,109445,1.5050_0.5101_3.4950_1.5050_4.4899,79597,0.5101_1.5050_3.4950_1.5050_3.4950
86,79597,0.5101_1.5050_3.4950_1.5050_3.4950,69647,0.5101_1.5050_2.5000_1.5050_3.4950
86,69647,0.5101_1.5050_2.5000_1.5050_3.4950,69647,0.5101_1.5050_2.5000_1.5050_3.4950
86,69647,0.5101_1.5050_2.5000_1.5050_3.4950,69647,1.5050_1.5050_2.5000_0.5101_3.4950
86,69647,1.5050_1.5050_2.5000_0.5101_3.4950,59697,1.5050_2.5000_2.5000_0.5101_3.4950
86,59697,1.5050_2.5000_2.5000_0.5101_3.4950,29849,2.5000_2.5000_3.4950_1.5050_3.4950
86,29849,2.5000_2.5000_3.4950_1.5050_3.4950,19899,2.5000_2.5000_2.5000_1.5050_3.4950
86,19899,2.5000_2.5000_2.5000_1.5050_3.4950,9950,2.5000_2.5000_1.5050_2.5000_2.5000
86,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
86,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
86,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
86,9950,2.5000_2.5000_2.5000_2.5000_3.4950,0,2.5000_2.5000_2.5000_2.5000_2.5000
87,639749,1.5044_-0.4912_-4.4821_-2.4866_-0.4912,639749,1.5044_-0.4912_-4.4821_-2.4866_-0.4912
87,639749,1.5044_-0.4912_-4.4821_-2.4866_-0.4912,544429,2.5021_1.5043_-4.4821_-2.4867_0.5066
87,544429,2.5021_1.5043_-4.4821_-2.4867_0.5066,492334,3.4999_2.5021_-3.4844_-2.4866_-0.4912
87,492334,3.4999_2.5021_-3.4844_-2.4866_-0.4912,378157,4.4976_0.5066_-1.4889_-0.4912_-1.4889
87,378157,4.4976_0.5066_-1.4889_-0.4912_-1.4889,355426,2.5021_1.5044_-0.4911_-1.4889_-1.4889
87,355426,2.5021_1.5044_-0.4911_-1.4889_-1.4889,350432,0.5066_-0.4912_1.5044_-0.4912_-1.4889
87,350432,0.5066_-0.4912_1.5044_-0.4912_-1.4889,307206,-0.4911_-1.4889_2.5021_0.5066_0.5066
87,307206,-0.4911_-1.4889_2.5021_0.5066_0.5066,179092,0.5101_-0.4849_2.5000_1.5050_0.5101
87,179092,0.5101_-0.4849_2.5000_1.5050_0.5101,139294,0.5101_-0.4849_2.5000_2.5000_1.5050
87,139294,0.5101_-0.4849_2.5000_2.5000_1.5050,99496,2.5000_2.5000_2.5000_1.5050_-0.4849
87,99496,2.5000_2.5000_2.5000_1.5050_-0.4849,59697,2.5000_1.5050_2.5000_1.5050_0.5101
87,59697,2.5000_1.5050_2.5000_1.5050_0.5101,49748,2.5000_0.5101_2.5000_2.5000_1.5050
87,49748,2.5000_0.5101_2.5000_2.5000_1.5050,39798,3.4950_1.5050_2.5000_3.4950_1.5050
87,39798,3.4950_1.5050_2.5000_3.4950_1.5050,19899,2.5000_1.5050_3.4950_2.5000_2.5000
87,19899,2.5000_1.5050_3.4950_2.5000_2.5000,19899,1.5050_2.5000_2.5000_1.5050_2.5000
87,19899,1.5050_2.5000_2.5000_1.5050_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
87,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
87,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
87,9950,2.5000_2.5000_2.5000_1.5050_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
87,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
87,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
87,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
88,828244,1.5043_-0.4912_-5.1200_-2.4866_0.5066,828244,1.5044_0.5066_-5.1200_-2.4866_-0.4912
88,828244,1.5044_0.5066_-5.1200_-2.4866_-0.4912,652494,0.5066_-1.4889_-4.4821_-0.4912_-1.4889
88,652494,0.5066_-1.4889_-4.4821_-0.4912_-1.4889,595405,0.5066_-2.4866_-2.4866_0.5066_-2.4866
88,595405,0.5066_-2.4866_-2.4866_0.5066_-2.4866,573792,0.5066_-2.4866_-2.4866_1.5044_-2.4866
88,573792,0.5066_-2.4866_-2.4866_1.5044_-2.4866,503960,1.5044_-2.4866_-2.4866_1.5044_-1.4889
88,503960,1.5044_-2.4866_-2.4866_1.5044_-1.4889,473478,-0.4912_-3.4844_-0.4912_2.5021_-0.4912
88,473478,-0.4912_-3.4844_-0.4912_2.5021_-0.4912,387026,-2.4866_-0.4912_2.5021_3.4999_-1.4889
88,387026,-2.4866_-0.4912_2.5021_3.4999_-1.4889,378157,-1.4889_-1.4889_2.5021_3.4999_-1.4889
88,378157,-1.4889_-1.4889_2.5021_3.4999_-1.4889,369288,-1.4889_-2.4866_1.5044_3.4999_0.5066
88,369288,-1.4889_-2.4866_1.5044_3.4999_0.5066,351551,-1.4889_-1.4889_1.5044_3.4999_-0.4912
88,351551,-1.4889_-1.4889_1.5044_3.4999_-0.4912,247361,-0.4912_-1.4889_2.5021_3.4999_1.5044
88,247361,-0.4912_-1.4889_2.5021_3.4999_1.5044,239611,-1.4889_0.5066_3.4999_4.4976_0.5066
88,239611,-1.4889_0.5066_3.4999_4.4976_0.5066,222992,-1.4889_0.5066_4.4976_4.4976_1.5044
88,222992,-1.4889_0.5066_4.4976_4.4976_1.5044,217998,-1.4889_0.5066_4.4976_3.4999_1.5044
88,217998,-1.4889_0.5066_4.4976_3.4999_1.5044,129344,-0.4849_2.5000_2.5000_0.5101_2.5000
88,129344,-0.4849_2.5000_2.5000_0.5101_2.5000,69647,0.5101_3.4950_3.4950_1.5050_2.5000
88,69647,0.5101_3.4950_3.4950_1.5050_2.5000,49748,2.5000_2.5000_1.5050_0.5101_2.5000
88,49748,2.5000_2.5000_1.5050_0.5101_2.5000,49748,2.5000_2.5000_2.5000_0.5101_1.5050
88,49748,2.5000_2.5000_2.5000_0.5101_1.5050,19899,1.5050_2.5000_2.5000_1.5050_2.5000
88,19899,1.5050_2.5000_2.5000_1.5050_2.5000,19899,1.5050_3.4950_2.5000_2.5000_2.5000
88,19899,1.5050_3.4950_2.5000_2.5000_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
88,9950,1.5050_2.5000_2.5000_2.5000_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
88,9950,1.5050_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
88,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
88,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
88,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
89,29849,3.4950_1.5050_2.5000_2.5000_3.4950,9950,3.4950_2.5000_2.5000_2.5000_2.5000
89,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
89,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
89,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
89,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
90,521697,-0.4912_1.5044_-2.4866_1.5044_-3.4844,500084,0.5066_0.5066_-3.4844_2.5021_-2.4866
90,500084,0.5066_0.5066_-3.4844_2.5021_-2.4866,460734,-0.4912_1.5044_-3.4844_2.5021_-1.4889
90,460734,-0.4912_1.5044_-3.4844_2.5021_-1.4889,447990,-0.4912_2.5021_-3.4844_2.5021_-1.4889
90,447990,-0.4912_2.5021_-3.4844_2.5021_-1.4889,387026,-1.4889_2.5021_-2.4866_3.4999_-0.4912
90,387026,-1.4889_2.5021_-2.4866_3.4999_-0.4912,317194,-0.4912_1.5044_-0.4912_4.4976_-1.4889
90,317194,-0.4912_1.5044_-0.4912_4.4976_-1.4889,268974,0.5066_2.5021_-0.4912_3.4999_-1.4889
90,268974,0.5066_2.5021_-0.4912_3.4999_-1.4889,238492,-0.4912_0.5066_0.5066_4.4976_0.5066
90,238492,-0.4912_0.5066_0.5066_4.4976_0.5066,189042,-0.4849_1.5050_0.5101_4.4899_1.5050
90,189042,-0.4849_1.5050_0.5101_4.4899_1.5050,189042,-0.4849_1.5050_0.5101_4.4899_1.5050
90,189042,-0.4849_1.5050_0.5101_4.4899_1.5050,159193,-0.4849_1.5050_1.5050_3.4950_0.5101
90,159193,-0.4849_1.5050_1.5050_3.4950_0.5101,129345,0.5101_2.5000_0.5101_3.4950_0.5101
90,129345,0.5101_2.5000_0.5101_3.4950_0.5101,99496,0.5101_2.5000_1.5050_3.4950_0.5101
90,99496,0.5101_2.5000_1.5050_3.4950_0.5101,59697,1.5050_2.5000_2.5000_3.4950_0.5101
90,59697,1.5050_2.5000_2.5000_3.4950_0.5101,59697,2.5000_0.5101_2.5000_1.5050_1.5050
90,59697,2.5000_0.5101_2.5000_1.5050_1.5050,29849,3.4950_1.5050_1.5050_2.5000_2.5000
90,29849,3.4950_1.5050_1.5050_2.5000_2.5000,19899,2.5000_2.5000_1.5050_2.5000_3.4950
90,19899,2.5000_2.5000_1.5050_2.5000_3.4950,9950,2.5000_2.5000_2.5000_2.5000_1.5050
90,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
90,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
90,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
90,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
90,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
91,208940,2.5000_1.5050_-1.4798_0.5101_2.5000,189042,3.4950_2.5000_-0.4849_-0.4849_2.5000
91,189042,3.4950_2.5000_-0.4849_-0.4849_2.5000,139294,2.5000_3.4950_-0.4849_0.5101_2.5000
91,139294,2.5000_3.4950_-0.4849_0.5101_2.5000,89546,2.5000_3.4950_0.5101_0.5101_2.5000
91,89546,2.5000_3.4950_0.5101_0.5101_2.5000,79597,3.4950_1.5050_1.5050_1.5050_0.5101
91,79597,3.4950_1.5050_1.5050_1.5050_0.5101,79597,3.4950_1.5050_1.5050_1.5050_0.5101
91,79597,3.4950_1.5050_1.5050_1.5050_0.5101,59697,3.4950_1.5050_2.5000_2.5000_0.5101
91,59697,3.4950_1.5050_2.5000_2.5000_0.5101,39798,3.4950_2.5000_1.5050_3.4950_1.5050
91,39798,3.4950_2.5000_1.5050_3.4950_1.5050,29849,1.5050_2.5000_1.5050_1.5050_2.5000
91,29849,1.5050_2.5000_1.5050_1.5050_2.5000,29849,1.5050_2.5000_1.5050_1.5050_2.5000
91,29849,1.5050_2.5000_1.5050_1.5050_2.5000,19899,1.5050_3.4950_2.5000_2.5000_2.5000
91,19899,1.5050_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
91,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
91,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,3.4950_2.5000_2.5000_2.5000_2.5000
91,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
91,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
92,475715,3.4999_-1.4889_3.4999_-4.4821_0.5066,268974,3.4999_-0.4912_0.5066_-1.4889_2.5021
92,268974,3.4999_-0.4912_0.5066_-1.4889_2.5021,261224,3.4999_0.5066_1.5044_-2.4866_3.4999
92,261224,3.4999_0.5066_1.5044_-2.4866_3.4999,238492,3.4999_0.5066_0.5066_-1.4889_2.5021
92,238492,3.4999_0.5066_0.5066_-1.4889_2.5021,169143,4.4899_0.5101_1.5050_0.5101_0.5101
92,169143,4.4899_0.5101_1.5050_0.5101_0.5101,149244,3.4950_0.5101_2.5000_1.5050_-0.4849
92,149244,3.4950_0.5101_2.5000_1.5050_-0.4849,109445,2.5000_1.5050_3.4950_2.5000_-0.4849
92,109445,2.5000_1.5050_3.4950_2.5000_-0.4849,97189,3.4999_2.5021_4.4976_3.4999_0.5066
92,97189,3.4999_2.5021_4.4976_3.4999_0.5066,89546,3.4950_2.5000_4.4899_2.5000_0.5101
92,89546,3.4950_2.5000_4.4899_2.5000_0.5101,49748,3.4950_3.4950_3.4950_3.4950_1.5050
92,49748,3.4950_3.4950_3.4950_3.4950_1.5050,29849,2.5000_3.4950_2.5000_3.4950_1.5050
92,29849,2.5000_3.4950_2.5000_3.4950_1.5050,19899,2.5000_1.5050_3.4950_2.5000_2.5000
92,19899,2.5000_1.5050_3.4950_2.5000_2.5000,19899,2.5000_1.5050_3.4950_2.5000_2.5000
92,19899,2.5000_1.5050_3.4950_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
92,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_3.4950_2.5000_2.5000
92,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
92,9950,2.5000_2.5000_3.4950_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
92,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
92,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
92,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
93,977434,5.1200_5.1200_5.1200_5.1200_5.1200,795840,5.1200_2.5021_5.1200_5.1200_5.1200
93,795840,5.1200_2.5021_5.1200_5.1200_5.1200,254414,5.1200_2.5021_4.4976_4.4976_4.4976
93,254414,5.1200_2.5021_4.4976_4.4976_4.4976,244426,5.1200_2.5021_4.4976_3.4999_3.4999
93,244426,5.1200_2.5021_4.4976_3.4999_3.4999,85564,4.4976_1.5044_4.4976_2.5021_4.4976
93,85564,4.4976_1.5044_4.4976_2.5021_4.4976,85564,4.4976_1.5044_4.4976_2.5021_4.4976
93,85564,4.4976_1.5044_4.4976_2.5021_4.4976,29849,2.5000_2.5000_1.5050_3.4950_1.5050
93,29849,2.5000_2.5000_1.5050_3.4950_1.5050,29849,1.5050_3.4950_2.5000_2.5000_1.5050
93,29849,1.5050_3.4950_2.5000_2.5000_1.5050,19899,1.5050_3.4950_2.5000_2.5000_2.5000
93,19899,1.5050_3.4950_2.5000_2.5000_2.5000,9950,2.5000_3.4950_2.5000_2.5000_2.5000
93,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
93,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
93,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
94,972293,-3.4844_-1.4889_-3.4844_-4.4821_-1.4889,477353,-3.4844_0.5066_-0.4912_-0.4912_0.5066
94,477353,-3.4844_0.5066_-0.4912_-0.4912_0.5066,446871,-3.4844_0.5066_-0.4912_0.5066_0.5066
94,446871,-3.4844_0.5066_-0.4912_0.5066_0.5066,349912,-4.4821_3.4999_1.5044_3.4999_2.5021
94,349912,-4.4821_3.4999_1.5044_3.4999_2.5021,281718,-2.4866_1.5044_2.5021_1.5044_0.5066
94,281718,-2.4866_1.5044_2.5021_1.5044_0.5066,99496,-0.4849_2.5000_3.4950_2.5000_2.5000
94,99496,-0.4849_2.5000_3.4950_2.5000_2.5000,59697,0.5101_2.5000_3.4950_1.5050_2.5000
94,59697,0.5101_2.5000_3.4950_1.5050_2.5000,39798,1.5050_1.5050_3.4950_2.5000_1.5050
94,39798,1.5050_1.5050_3.4950_2.5000_1.5050,39798,1.5050_2.5000_3.4950_3.4950_1.5050
94,39798,1.5050_2.5000_3.4950_3.4950_1.5050,39798,2.5000_1.5050_3.4950_3.4950_1.5050
94,39798,2.5000_1.5050_3.4950_3.4950_1.5050,9950,2.5000_1.5050_2.5000_2.5000_2.5000
94,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
94,9950,2.5000_2.5000_2.5000_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
94,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
95,650856,2.5021_-4.4821_-2.4866_4.4976_-2.4866,451865,1.5044_-2.4866_-0.4912_2.5021_-2.4866
95,451865,1.5044_-2.4866_-0.4912_2.5021_-2.4866,238790,0.5101_-0.4849_1.5050_3.4950_-0.4849
95,238790,0.5101_-0.4849_1.5050_3.4950_-0.4849,159193,0.5101_0.5101_0.5101_2.5000_0.5101
95,159193,0.5101_0.5101_0.5101_2.5000_0.5101,109445,1.5050_1.5050_0.5101_3.4950_0.5101
95,109445,1.5050_1.5050_0.5101_3.4950_0.5101,89546,2.5000_1.5050_0.5101_2.5000_0.5101
95,89546,2.5000_1.5050_0.5101_2.5000_0.5101,59697,2.5000_2.5000_1.5050_1.5050_0.5101
