run,fit1,node1,fit2,node2
32,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_3.4950_2.5000_2.5000
32,9950,2.5000_2.5000_3.4950_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
32,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
32,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
32,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
32,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
33,140415,0.5066_4.4976_0.5066_2.5021_4.4976,109445,0.5101_3.4950_1.5050_1.5050_4.4899
33,109445,0.5101_3.4950_1.5050_1.5050_4.4899,59697,1.5050_0.5101_2.5000_2.5000_1.5050
33,59697,1.5050_0.5101_2.5000_2.5000_1.5050,59697,1.5050_0.5101_2.5000_2.5000_1.5050
33,59697,1.5050_0.5101_2.5000_2.5000_1.5050,39798,3.4950_1.5050_3.4950_2.5000_1.5050
33,39798,3.4950_1.5050_3.4950_2.5000_1.5050,9950,3.4950_2.5000_2.5000_2.5000_2.5000
33,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
33,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
33,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
33,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
33,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
34,369288,1.5043_-0.4911_-3.4844_1.5043_2.5021,312200,2.5021_2.5021_-1.4889_-1.4889_0.5066
34,312200,2.5021_2.5021_-1.4889_-1.4889_0.5066,294462,1.5044_1.5044_0.5066_-2.4866_1.5043
34,294462,1.5044_1.5044_0.5066_-2.4866_1.5043,248739,2.5000_0.5101_0.5101_-1.4798_1.5050
34,248739,2.5000_0.5101_0.5101_-1.4798_1.5050,149244,2.5000_1.5050_0.5101_-0.4849_1.5050
34,149244,2.5000_1.5050_0.5101_-0.4849_1.5050,109445,2.5000_2.5000_1.5050_-0.4849_1.5050
34,109445,2.5000_2.5000_1.5050_-0.4849_1.5050,59697,3.4950_3.4950_2.5000_0.5101_2.5000
34,59697,3.4950_3.4950_2.5000_0.5101_2.5000,49748,3.4950_2.5000_2.5000_0.5101_2.5000
34,49748,3.4950_2.5000_2.5000_0.5101_2.5000,39798,2.5000_2.5000_2.5000_0.5101_2.5000
34,39798,2.5000_2.5000_2.5000_0.5101_2.5000,19899,2.5000_3.4950_2.5000_1.5050_2.5000
34,19899,2.5000_3.4950_2.5000_1.5050_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
34,9950,2.5000_2.5000_3.4950_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
34,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
34,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
35,495091,-3.4844_-1.4889_1.5044_0.5066_-0.4911,438002,-2.4866_-1.4889_1.5044_-0.4912_0.5066
35,438002,-2.4866_-1.4889_1.5044_-0.4912_0.5066,337688,-2.4866_0.5066_0.5066_0.5066_1.5044
35,337688,-2.4866_0.5066_0.5066_0.5066_1.5044,263980,-0.4912_1.5044_-1.4889_1.5044_2.5021
35,263980,-0.4912_1.5044_-1.4889_1.5044_2.5021,189042,-0.4849_2.5000_-0.4849_2.5000_1.5050
35,189042,-0.4849_2.5000_-0.4849_2.5000_1.5050,189042,-0.4849_2.5000_-0.4849_2.5000_1.5050
35,189042,-0.4849_2.5000_-0.4849_2.5000_1.5050,99496,1.5050_1.5050_0.5101_0.5101_2.5000
35,99496,1.5050_1.5050_0.5101_0.5101_2.5000,99496,1.5050_1.5050_0.5101_0.5101_2.5000
35,99496,1.5050_1.5050_0.5101_0.5101_2.5000,69647,2.5000_1.5050_0.5101_1.5050_3.4950
35,69647,2.5000_1.5050_0.5101_1.5050_3.4950,19899,1.5050_2.5000_1.5050_2.5000_2.5000
35,19899,1.5050_2.5000_1.5050_2.5000_2.5000,19899,2.5000_2.5000_1.5050_2.5000_1.5050
35,19899,2.5000_2.5000_1.5050_2.5000_1.5050,0,2.5000_2.5000_2.5000_2.5000_2.5000
35,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
35,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
35,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,574911,-0.4911_3.4999_-4.4821_-0.4912_-1.4889,474597,-0.4912_4.4976_-2.4866_0.5066_-2.4866
36,474597,-0.4912_4.4976_-2.4866_0.5066_-2.4866,270093,1.5044_4.4976_-2.4866_2.5021_0.5066
36,270093,1.5044_4.4976_-2.4866_2.5021_0.5066,139294,-0.4849_2.5000_0.5101_1.5050_2.5000
36,139294,-0.4849_2.5000_0.5101_1.5050_2.5000,129344,-0.4849_3.4950_1.5050_1.5050_3.4950
36,129344,-0.4849_3.4950_1.5050_1.5050_3.4950,59697,0.5101_2.5000_1.5050_2.5000_3.4950
36,59697,0.5101_2.5000_1.5050_2.5000_3.4950,49748,0.5101_2.5000_1.5050_2.5000_2.5000
36,49748,0.5101_2.5000_1.5050_2.5000_2.5000,19899,1.5050_2.5000_2.5000_1.5050_2.5000
36,19899,1.5050_2.5000_2.5000_1.5050_2.5000,9950,2.5000_2.5000_2.5000_1.5050_2.5000
36,9950,2.5000_2.5000_2.5000_1.5050_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
36,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
37,422501,-0.4912_2.5021_2.5021_1.5044_-4.4821,281718,1.5044_0.5066_1.5044_2.5021_-2.4867
37,281718,1.5044_0.5066_1.5044_2.5021_-2.4867,149244,0.5101_1.5050_2.5000_1.5050_-0.4849
37,149244,0.5101_1.5050_2.5000_1.5050_-0.4849,119395,1.5050_1.5050_2.5000_1.5050_-0.4849
37,119395,1.5050_1.5050_2.5000_1.5050_-0.4849,69647,1.5050_1.5050_3.4950_2.5000_0.5101
37,69647,1.5050_1.5050_3.4950_2.5000_0.5101,29849,1.5050_2.5000_3.4950_2.5000_1.5050
37,29849,1.5050_2.5000_3.4950_2.5000_1.5050,9950,2.5000_2.5000_3.4950_2.5000_2.5000
37,9950,2.5000_2.5000_3.4950_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
37,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
37,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
37,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
38,332175,3.4999_3.4999_-3.4844_3.4999_-0.4912,282837,3.4999_1.5043_-1.4889_3.4999_-1.4889
38,282837,3.4999_1.5043_-1.4889_3.4999_-1.4889,200260,3.4999_0.5066_-0.4912_4.4976_0.5066
38,200260,3.4999_0.5066_-0.4912_4.4976_0.5066,159193,3.4950_-0.4849_0.5101_3.4950_1.5050
38,159193,3.4950_-0.4849_0.5101_3.4950_1.5050,89546,2.5000_0.5101_1.5050_4.4899_2.5000
38,89546,2.5000_0.5101_1.5050_4.4899_2.5000,49748,3.4950_1.5050_1.5050_3.4950_1.5050
38,49748,3.4950_1.5050_1.5050_3.4950_1.5050,39798,2.5000_1.5050_1.5050_3.4950_1.5050
38,39798,2.5000_1.5050_1.5050_3.4950_1.5050,29849,3.4950_1.5050_2.5000_2.5000_1.5050
38,29849,3.4950_1.5050_2.5000_2.5000_1.5050,19899,2.5000_1.5050_3.4950_2.5000_2.5000
38,19899,2.5000_1.5050_3.4950_2.5000_2.5000,9950,1.5050_2.5000_2.5000_2.5000_2.5000
38,9950,1.5050_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
38,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
38,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
38,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
39,451865,-2.4866_1.5044_-2.4866_2.5021_-0.4912,312200,-1.4889_2.5021_-1.4889_2.5021_0.5066
39,312200,-1.4889_2.5021_-1.4889_2.5021_0.5066,308325,-1.4889_3.4999_-1.4889_2.5021_0.5066
39,308325,-1.4889_3.4999_-1.4889_2.5021_0.5066,265099,-0.4912_3.4999_-1.4889_3.4999_0.5066
39,265099,-0.4912_3.4999_-1.4889_3.4999_0.5066,99496,1.5050_4.4899_0.5101_3.4950_2.5000
39,99496,1.5050_4.4899_0.5101_3.4950_2.5000,39798,1.5050_2.5000_1.5050_3.4950_3.4950
39,39798,1.5050_2.5000_1.5050_3.4950_3.4950,29849,1.5050_1.5050_2.5000_2.5000_3.4950
39,29849,1.5050_1.5050_2.5000_2.5000_3.4950,29849,1.5050_1.5050_2.5000_2.5000_3.4950
39,29849,1.5050_1.5050_2.5000_2.5000_3.4950,19899,2.5000_1.5050_2.5000_2.5000_3.4950
39,19899,2.5000_1.5050_2.5000_2.5000_3.4950,9950,2.5000_1.5050_2.5000_2.5000_2.5000
39,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
39,9950,2.5000_2.5000_2.5000_3.4950_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
39,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
39,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
40,418626,2.5021_1.5044_-0.4912_-4.4821_3.4999,305568,3.4999_2.5021_0.5066_-3.4844_3.4999
40,305568,3.4999_2.5021_0.5066_-3.4844_3.4999,291706,3.4999_3.4999_-0.4912_-2.4866_1.5044
40,291706,3.4999_3.4999_-0.4912_-2.4866_1.5044,85564,4.4976_4.4976_2.5021_1.5044_4.4976
40,85564,4.4976_4.4976_2.5021_1.5044_4.4976,71701,4.4976_3.4999_3.4999_1.5044_3.4999
40,71701,4.4976_3.4999_3.4999_1.5044_3.4999,71701,3.4999_3.4999_4.4976_1.5044_3.4999
40,71701,3.4999_3.4999_4.4976_1.5044_3.4999,29849,3.4950_2.5000_3.4950_2.5000_3.4950
40,29849,3.4950_2.5000_3.4950_2.5000_3.4950,29849,3.4950_3.4950_2.5000_3.4950_2.5000
40,29849,3.4950_3.4950_2.5000_3.4950_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
40,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
40,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
40,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
40,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
40,9950,2.5000_2.5000_2.5000_3.4950_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
40,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
41,571036,1.5044_3.4999_-0.4912_-2.4866_-4.4821,508953,1.5044_2.5021_-0.4912_-2.4866_-3.4844
41,508953,1.5044_2.5021_-0.4912_-2.4866_-3.4844,474596,1.5044_3.4999_0.5066_-2.4866_-3.4844
41,474596,1.5044_3.4999_0.5066_-2.4866_-3.4844,420265,-0.4912_1.5044_-1.4889_-0.4911_-1.4889
41,420265,-0.4912_1.5044_-1.4889_-0.4911_-1.4889,407520,-1.4889_2.5021_-0.4912_-0.4912_-1.4889
41,407520,-1.4889_2.5021_-0.4912_-0.4912_-1.4889,377039,-1.4889_2.5021_-0.4912_0.5066_-1.4889
41,377039,-1.4889_2.5021_-0.4912_0.5066_-1.4889,373164,-1.4889_3.4999_0.5066_-0.4912_-1.4889
41,373164,-1.4889_3.4999_0.5066_-0.4912_-1.4889,238790,0.5101_3.4950_-0.4849_1.5050_-0.4849
41,238790,0.5101_3.4950_-0.4849_1.5050_-0.4849,159193,1.5050_3.4950_1.5050_-0.4849_0.5101
41,159193,1.5050_3.4950_1.5050_-0.4849_0.5101,149244,2.5000_3.4950_0.5101_-0.4849_1.5050
41,149244,2.5000_3.4950_0.5101_-0.4849_1.5050,69647,3.4950_2.5000_1.5050_0.5101_1.5050
41,69647,3.4950_2.5000_1.5050_0.5101_1.5050,39798,3.4950_3.4950_1.5050_1.5050_2.5000
41,39798,3.4950_3.4950_1.5050_1.5050_2.5000,19899,1.5050_1.5050_2.5000_2.5000_2.5000
41,19899,1.5050_1.5050_2.5000_2.5000_2.5000,19899,2.5000_1.5050_2.5000_2.5000_3.4950
41,19899,2.5000_1.5050_2.5000_2.5000_3.4950,19899,1.5050_2.5000_2.5000_3.4950_2.5000
41,19899,1.5050_2.5000_2.5000_3.4950_2.5000,19899,1.5050_2.5000_2.5000_3.4950_2.5000
41,19899,1.5050_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
41,9950,2.5000_2.5000_2.5000_3.4950_2.5000,9950,2.5000_2.5000_2.5000_3.4950_2.5000
41,9950,2.5000_2.5000_2.5000_3.4950_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
41,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
42,595405,1.5044_-1.4889_-2.4866_-2.4866_-1.4889,495091,2.5021_-1.4889_-2.4866_-1.4889_-0.4912
42,495091,2.5021_-1.4889_-2.4866_-1.4889_-0.4912,189041,-1.4798_2.5000_1.5050_1.5050_3.4950
42,189041,-1.4798_2.5000_1.5050_1.5050_3.4950,179092,-0.4849_1.5050_0.5101_2.5000_4.4899
42,179092,-0.4849_1.5050_0.5101_2.5000_4.4899,79597,1.5050_0.5101_1.5050_3.4950_1.5050
42,79597,1.5050_0.5101_1.5050_3.4950_1.5050,79597,1.5050_0.5101_1.5050_3.4950_1.5050
42,79597,1.5050_0.5101_1.5050_3.4950_1.5050,59697,2.5000_0.5101_2.5000_3.4950_1.5050
42,59697,2.5000_0.5101_2.5000_3.4950_1.5050,29849,2.5000_1.5050_1.5050_2.5000_1.5050
42,29849,2.5000_1.5050_1.5050_2.5000_1.5050,9950,2.5000_2.5000_1.5050_2.5000_2.5000
42,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
42,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
42,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
43,775539,-1.4889_-3.4844_-1.4889_-4.4821_1.5044,684094,-2.4866_-1.4889_-3.4844_-2.4866_3.4999
43,684094,-2.4866_-1.4889_-3.4844_-2.4866_3.4999,578786,-1.4889_-1.4889_-2.4866_-2.4866_3.4999
43,578786,-1.4889_-1.4889_-2.4866_-2.4866_3.4999,539435,-1.4889_-0.4911_-2.4867_-2.4866_3.4998
43,539435,-1.4889_-0.4911_-2.4867_-2.4866_3.4998,377039,-0.4912_1.5044_-0.4912_-2.4866_1.5044
43,377039,-0.4912_1.5044_-0.4912_-2.4866_1.5044,368170,-0.4912_1.5044_-1.4889_-1.4889_1.5044
43,368170,-0.4912_1.5044_-1.4889_-1.4889_1.5044,316075,-0.4912_1.5044_-1.4889_-0.4912_2.5021
43,316075,-0.4912_1.5044_-1.4889_-0.4912_2.5021,238789,-1.4798_2.5000_0.5101_0.5101_2.5000
43,238789,-1.4798_2.5000_0.5101_0.5101_2.5000,189041,-1.4798_2.5000_1.5050_1.5050_3.4950
43,189041,-1.4798_2.5000_1.5050_1.5050_3.4950,139294,-0.4849_2.5000_0.5101_2.5000_3.4950
43,139294,-0.4849_2.5000_0.5101_2.5000_3.4950,49748,1.5050_1.5050_1.5050_3.4950_1.5050
43,49748,1.5050_1.5050_1.5050_3.4950_1.5050,19899,1.5050_1.5050_2.5000_2.5000_2.5000
43,19899,1.5050_1.5050_2.5000_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
43,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
43,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
43,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
43,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,238790,1.5050_-0.4848_1.5050_-0.4848_0.5101,179092,2.5000_0.5101_0.5101_-0.4849_1.5050
44,179092,2.5000_0.5101_0.5101_-0.4849_1.5050,119395,1.5050_1.5050_1.5050_-0.4849_2.5000
44,119395,1.5050_1.5050_1.5050_-0.4849_2.5000,109445,1.5050_1.5050_2.5000_-0.4849_2.5000
44,109445,1.5050_1.5050_2.5000_-0.4849_2.5000,99496,2.5000_0.5101_0.5101_1.5050_3.4950
44,99496,2.5000_0.5101_0.5101_1.5050_3.4950,59697,2.5000_0.5101_1.5050_2.5000_3.4950
44,59697,2.5000_0.5101_1.5050_2.5000_3.4950,39798,2.5000_1.5050_1.5050_3.4950_3.4950
44,39798,2.5000_1.5050_1.5050_3.4950_3.4950,29849,1.5050_1.5050_1.5050_2.5000_2.5000
44,29849,1.5050_1.5050_1.5050_2.5000_2.5000,19899,1.5050_2.5000_1.5050_2.5000_2.5000
44,19899,1.5050_2.5000_1.5050_2.5000_2.5000,19899,1.5050_1.5050_2.5000_2.5000_2.5000
44,19899,1.5050_1.5050_2.5000_2.5000_2.5000,9950,2.5000_1.5050_2.5000_2.5000_2.5000
44,9950,2.5000_1.5050_2.5000_2.5000_2.5000,9950,3.4950_2.5000_2.5000_2.5000_2.5000
44,9950,3.4950_2.5000_2.5000_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
44,9950,2.5000_2.5000_1.5050_2.5000_2.5000,9950,2.5000_2.5000_1.5050_2.5000_2.5000
44,9950,2.5000_2.5000_1.5050_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
44,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
45,752808,-3.4844_-1.4889_-2.4866_-0.4912_-2.4866,691844,-3.4844_-3.4844_0.5066_-1.4889_-0.4912
45,691844,-3.4844_-3.4844_0.5066_-1.4889_-0.4912,652494,-1.4889_-4.4821_-1.4889_-0.4912_0.5066
45,652494,-1.4889_-4.4821_-1.4889_-0.4912_0.5066,595405,-0.4912_-3.4844_-2.4867_0.5066_-0.4912
45,595405,-0.4912_-3.4844_-2.4867_0.5066_-0.4912,516704,0.5066_-3.4844_-1.4889_0.5066_-0.4912
45,516704,0.5066_-3.4844_-1.4889_0.5066_-0.4912,473478,-0.4912_-3.4844_-1.4889_1.5044_1.5044
45,473478,-0.4912_-3.4844_-1.4889_1.5044_1.5044,389783,1.5044_-1.4889_-1.4889_0.5066_-0.4911
45,389783,1.5044_-1.4889_-1.4889_0.5066_-0.4911,319950,1.5044_0.5066_-0.4912_-1.4889_0.5066
45,319950,1.5044_0.5066_-0.4912_-1.4889_0.5066,307206,2.5021_0.5066_0.5066_-1.4889_-0.4912
45,307206,2.5021_0.5066_0.5066_-1.4889_-0.4912,149244,2.5000_-0.4849_1.5050_0.5101_1.5050
45,149244,2.5000_-0.4849_1.5050_0.5101_1.5050,109445,3.4950_0.5101_1.5050_0.5101_1.5050
45,109445,3.4950_0.5101_1.5050_0.5101_1.5050,99496,4.4899_1.5050_2.5000_1.5050_0.5101
45,99496,4.4899_1.5050_2.5000_1.5050_0.5101,89546,4.4899_2.5000_2.5000_0.5101_1.5050
45,89546,4.4899_2.5000_2.5000_0.5101_1.5050,69647,3.4950_2.5000_3.4950_0.5101_1.5050
45,69647,3.4950_2.5000_3.4950_0.5101_1.5050,59697,3.4950_2.5000_2.5000_1.5050_0.5101
45,59697,3.4950_2.5000_2.5000_1.5050_0.5101,9950,2.5000_2.5000_2.5000_2.5000_1.5050
45,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_2.5000_2.5000_2.5000_1.5050
45,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,2.5000_3.4950_2.5000_2.5000_2.5000
45,9950,2.5000_3.4950_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
45,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
46,355426,0.5066_-2.4866_-0.4912_0.5066_2.5021,321069,0.5066_-2.4866_0.5066_0.5066_3.4999
46,321069,0.5066_-2.4866_0.5066_0.5066_3.4999,308325,-0.4912_-2.4867_1.5044_1.5044_3.4999
46,308325,-0.4912_-2.4867_1.5044_1.5044_3.4999,228840,0.5101_-0.4849_2.5000_-0.4849_1.5050
46,228840,0.5101_-0.4849_2.5000_-0.4849_1.5050,65070,4.4976_4.4976_3.4999_3.4999_4.4976
46,65070,4.4976_4.4976_3.4999_3.4999_4.4976,59697,3.4950_2.5000_2.5000_4.4899_3.4950
46,59697,3.4950_2.5000_2.5000_4.4899_3.4950,39798,2.5000_2.5000_2.5000_4.4899_2.5000
46,39798,2.5000_2.5000_2.5000_4.4899_2.5000,29849,2.5000_3.4950_2.5000_3.4950_3.4950
46,29849,2.5000_3.4950_2.5000_3.4950_3.4950,29849,3.4950_3.4950_2.5000_3.4950_2.5000
46,29849,3.4950_3.4950_2.5000_3.4950_2.5000,29849,3.4950_2.5000_2.5000_3.4950_3.4950
46,29849,3.4950_2.5000_2.5000_3.4950_3.4950,29849,3.4950_3.4950_2.5000_2.5000_3.4950
46,29849,3.4950_3.4950_2.5000_2.5000_3.4950,29849,2.5000_3.4950_2.5000_3.4950_3.4950
46,29849,2.5000_3.4950_2.5000_3.4950_3.4950,19899,3.4950_2.5000_2.5000_3.4950_2.5000
46,19899,3.4950_2.5000_2.5000_3.4950_2.5000,19899,3.4950_2.5000_3.4950_2.5000_2.5000
46,19899,3.4950_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_3.4950_2.5000_2.5000
46,9950,2.5000_2.5000_3.4950_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_3.4950
46,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_3.4950_2.5000_2.5000_2.5000
46,9950,2.5000_3.4950_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
46,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
46,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,977434,5.1200_5.1200_5.1200_5.1200_5.1200,796958,5.1200_4.4976_5.1200_5.1200_5.1200
47,796958,5.1200_4.4976_5.1200_5.1200_5.1200,611489,4.4976_3.4999_5.1200_5.1200_5.1200
47,611489,4.4976_3.4999_5.1200_5.1200_5.1200,254414,4.4976_2.5021_4.4976_4.4976_5.1200
47,254414,4.4976_2.5021_4.4976_4.4976_5.1200,247183,2.5021_2.5021_2.5021_3.4999_5.1200
47,247183,2.5021_2.5021_2.5021_3.4999_5.1200,69647,2.5000_1.5050_1.5050_3.4950_4.4899
47,69647,2.5000_1.5050_1.5050_3.4950_4.4899,19899,2.5000_2.5000_2.5000_3.4950_3.4950
47,19899,2.5000_2.5000_2.5000_3.4950_3.4950,9950,2.5000_2.5000_2.5000_2.5000_3.4950
47,9950,2.5000_2.5000_2.5000_2.5000_3.4950,9950,2.5000_3.4950_2.5000_2.5000_2.5000
47,9950,2.5000_3.4950_2.5000_2.5000_2.5000,9950,2.5000_2.5000_2.5000_2.5000_1.5050
47,9950,2.5000_2.5000_2.5000_2.5000_1.5050,9950,3.4950_2.5000_2.5000_2.5000_2.5000
47,9950,3.4950_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
47,0,2.5000_2.5000_2.5000_2.5000_2.5000,0,2.5000_2.5000_2.5000_2.5000_2.5000
48,548304,2.5021_-1.4889_1.5044_-3.4844_-2.4866,543310,1.5044_-2.4866_0.5066_-3.4844_-0.4912
48,543310,1.5044_-2.4866_0.5066_-3.4844_-0.4912,482347,2.5021_-3.4844_-0.4912_-1.4889_0.5066
48,482347,2.5021_-3.4844_-0.4912_-1.4889_0.5066,411396,0.5066_-1.4889_-0.4912_-1.4889_0.5066
48,411396,0.5066_-1.4889_-0.4912_-1.4889_0.5066,373163,1.5044_0.5066_-1.4889_-2.4866_2.5021
48,373163,1.5044_0.5066_-1.4889_-2.4866_2.5021,333813,1.5044_0.5066_-0.4912_-2.4866_2.5021
48,333813,1.5044_0.5066_-0.4912_-2.4866_2.5021,149244,2.5000_1.5050_0.5101_-0.4849_3.4950
48,149244,2.5000_1.5050_0.5101_-0.4849_3.4950,129344,2.5000_2.5000_0.5101_-0.4849_2.5000
48,129344,2.5000_2.5000_0.5101_-0.4849_2.5000,49748,2.5000_2.5000_1.5050_0.5101_2.5000
48,49748,2.5000_2.5000_1.5050_0.5101_2.5000,29849,3.4950_1.5050_2.5000_1.5050_2.5000
